EE Provider ID	EE UID	Client ID	Client Age at Entry	Client Age at Exit	Client Gender	Client Primary Race	Client Ethnicity	Client Veteran Status	Entry Date	Exit Date	Destination	Reason for Leaving	length of stay
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1068972	1001960	60.0	61.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-08-19	2019-08-21	No exit interview completed (HUD)	Unknown/Disappeared	2.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1068978	252870	38.0	38.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-08-19	2019-08-23	Rental by client, no ongoing housing subsidy (HUD)	Needs could not be met	4.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1068983	509654	52.0	52.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-08-19	2019-08-23	No exit interview completed (HUD)	Unknown/Disappeared	4.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1068984	311220	51.0	51.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-08-19	2019-09-02	Jail, prison or juvenile detention facility (HUD)	Non-compliance with program	14.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1068985	296887	65.0	65.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-08-19	2019-08-21	Place not meant for habitation (HUD)	Non-compliance with program	2.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1068986	75599	50.0	50.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-08-19	2019-08-24	Place not meant for habitation (HUD)	Non-compliance with program	5.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1069060	1002007	37.0	37.0	Male	White (HUD)	Hispanic/Latino (HUD)	No (HUD)	2019-07-17	2019-10-08	Rental by client, with other ongoing housing subsidy (HUD)	Completed program	83.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1069159	1002060	49.0	49.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-08-21	2019-08-22	Place not meant for habitation (HUD)	Needs could not be met	1.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1069247	477244	22.0	22.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-08-21	2019-09-01	Place not meant for habitation (HUD)	Non-compliance with program	11.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1069249	181293	45.0	45.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-08-04	2019-08-21	Rental by client, no ongoing housing subsidy (HUD)	Left for housing opp. before completing program	17.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1069251	494261	50.0	50.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-08-17	2019-09-15	No exit interview completed (HUD)	Unknown/Disappeared	29.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1069393	449322	53.0	53.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-08-26	2019-09-25	Staying or living with friends, temporary tenure (HUD)	Left for housing opp. before completing program	30.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1069394	508718	60.0	60.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-08-26	2019-08-30	Place not meant for habitation (HUD)	Non-compliance with program	4.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1069398	165623	57.0	57.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-08-26	2019-09-29	Place not meant for habitation (HUD)	Non-compliance with program	34.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1069399	296485	41.0	41.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-08-26	2019-10-03	No exit interview completed (HUD)	Unknown/Disappeared	38.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1069420	366112	52.0	52.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-08-26	2019-09-10	No exit interview completed (HUD)	Non-compliance with program	15.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1069421	499959	67.0	68.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-08-26				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1069422	449483	67.0	67.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-08-26	2019-09-02	No exit interview completed (HUD)	Unknown/Disappeared	7.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1069425	482006	40.0	40.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-08-26				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1069427	1002177	65.0	66.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-08-26				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1069472	1002210	61.0	61.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-08-26	2019-09-03	Place not meant for habitation (HUD)	Non-compliance with program	8.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1069526	205865	48.0	48.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-08-27	2019-09-02	Place not meant for habitation (HUD)	Non-compliance with program	6.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1069534	189102	58.0	58.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-08-26				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1069541	503404	35.0	35.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-08-25	2019-09-01	Place not meant for habitation (HUD)	Non-compliance with program	7.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1069546	159852	60.0	60.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-08-23	2019-09-02	Staying or living with family, temporary tenure (HUD)	Non-compliance with program	10.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1069556	1002246	64.0	64.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-08-22	2019-09-30	Rental by client, no ongoing housing subsidy (HUD)	Completed program	39.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1069557	272179	54.0	54.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-08-27	2019-09-02	Place not meant for habitation (HUD)	Non-compliance with program	6.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1069558	415015	51.0	51.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-08-15	2019-08-28	No exit interview completed (HUD)	Unknown/Disappeared	13.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1069857	505629	32.0	32.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-03	2019-09-10	Jail, prison or juvenile detention facility (HUD)	Needs could not be met	7.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1069861	425490	25.0	25.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-08-29	2019-10-05	Hospital or other residential non-psychiatric medical facility (HUD)	Left for housing opp. before completing program	37.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1069869	1001367	50.0	50.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-03	2019-10-01	Place not meant for habitation (HUD)	Non-compliance with program	28.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1069873	1002377	32.0	32.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-03	2019-09-03	Staying or living with family, temporary tenure (HUD)	Needs could not be met	0.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1069874	1002385	60.0	61.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-03				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1069878	463114	54.0	54.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-03				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1069881	420019	56.0	56.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)	2019-08-29	2019-09-04	Staying or living with friends, temporary tenure (HUD)	Non-compliance with program	6.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1069894	457436	50.0	50.0	Male	American Indian or Alaska Native (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-03				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1069897	508715	51.0	51.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-03				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1069898	492054	48.0	48.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-03	2019-10-14	Place not meant for habitation (HUD)	Disagreement with rules/persons	41.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070105	170314	35.0	35.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-06				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070130	508716	48.0	48.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-05	2019-09-28	No exit interview completed (HUD)	Unknown/Disappeared	23.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070131	312758	47.0	47.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-02	2019-10-06	No exit interview completed (HUD)	Unknown/Disappeared	34.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070132	1002060	49.0	49.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-04	2019-09-10	Place not meant for habitation (HUD)	Non-compliance with program	6.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070135	167802	71.0	71.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)	2019-09-01	2019-10-03	Staying or living with family, permanent tenure (HUD)	Left for housing opp. before completing program	32.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070136	209331	60.0	60.0	Male	White (HUD)	Hispanic/Latino (HUD)	No (HUD)	2019-08-26				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070147	1000790	60.0	60.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-05				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070239	509654	53.0	53.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-09	2019-09-20	No exit interview completed (HUD)	Unknown/Disappeared	11.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070240	335968	50.0	50.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-09				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070250	1002547	53.0	53.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-09	2019-10-07	No exit interview completed (HUD)	Non-compliance with program	28.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070259	1002551	51.0	51.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-09	2019-09-17	No exit interview completed (HUD)	Unknown/Disappeared	8.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070264	75599	50.0	50.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-09	2019-09-30	No exit interview completed (HUD)	Unknown/Disappeared	21.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070265	172032	29.0	29.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-09	2019-09-12	Place not meant for habitation (HUD)	Non-compliance with program	3.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070267	484109	38.0	38.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)	2019-09-09	2019-10-01	No exit interview completed (HUD)	Unknown/Disappeared	22.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070276	418916	60.0	60.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-09	2019-10-03	Staying or living with family, permanent tenure (HUD)	Left for housing opp. before completing program	24.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070284	130847	49.0	49.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-09	2019-09-11	Hospital or other residential non-psychiatric medical facility (HUD)	Needs could not be met	2.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070378	287048	40.0	40.0	Male	White (HUD)	Hispanic/Latino (HUD)	No (HUD)	2019-09-09	2019-09-24	No exit interview completed (HUD)	Unknown/Disappeared	15.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070380	420293	21.0	21.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-09				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070381	497739	54.0	55.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)	2019-09-08				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070394	1002617	31.0	31.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-05	2019-10-05	No exit interview completed (HUD)	Unknown/Disappeared	30.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070471	296887	65.0	65.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-08-11				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070473	296887	65.0	65.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-08-28	2019-09-16	Staying or living with friends, temporary tenure (HUD)	Non-compliance with program	19.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070510	1002693	49.0	49.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-08-31				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070511	135019	65.0	65.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-04	2019-10-14	Hospital or other residential non-psychiatric medical facility (HUD)	Other	40.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070512	1002695	38.0	38.0	Male	Native Hawaiian or Other Pacific Islander (HUD)	Hispanic/Latino (HUD)	No (HUD)	2019-09-04				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070513	1001381	32.0	32.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-09	2019-09-19	Staying or living with family, permanent tenure (HUD)	Left for housing opp. before completing program	10.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070615	1002754	68.0	68.0	Male	Black or African American (HUD)	Hispanic/Latino (HUD)	No (HUD)	2019-08-12				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070621	1002573	51.0	51.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-11	2019-09-18	No exit interview completed (HUD)	Unknown/Disappeared	7.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070637	27655	54.0	54.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)	2019-09-11				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070843	1002829	55.0	55.0	Male	American Indian or Alaska Native (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-16	2019-10-16	Data not collected (HUD)	Unknown/Disappeared	30.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070855	222730	56.0	56.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-16				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070857	335836	44.0	44.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-16				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1070916	75972	50.0	50.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-13	2019-09-30	No exit interview completed (HUD)	Unknown/Disappeared	17.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071006	1002914	40.0	40.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-08-20				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071017	372666	43.0	43.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-13	2019-09-17	Psychiatric hospital or other psychiatric facility (HUD)	Needs could not be met	4.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071033	1001534	55.0	55.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-16	2019-09-25	No exit interview completed (HUD)	Unknown/Disappeared	9.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071036	212660	49.0	49.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-11	2019-10-02	Rental by client, no ongoing housing subsidy (HUD)	Left for housing opp. before completing program	21.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071045	1002917	55.0	56.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-08-28				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071194	1001162	23.0	23.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-17	2019-09-22	Staying or living with friends, temporary tenure (HUD)	Left for housing opp. before completing program	5.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071195	1002060	49.0	49.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-12	2019-10-09	Staying or living with family, permanent tenure (HUD)	Left for housing opp. before completing program	27.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071200	412591	60.0	60.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-17				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071205	2054	66.0	66.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-17	2019-10-03	No exit interview completed (HUD)	Unknown/Disappeared	16.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071364	113675	41.0	41.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-11	2019-10-06	No exit interview completed (HUD)	Left for housing opp. before completing program	25.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071401	1002542	36.0	36.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)	2019-09-19	2019-09-22	No exit interview completed (HUD)	Unknown/Disappeared	3.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071467	1003060	26.0	26.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-18				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071468	1003061	59.0	60.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-18				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071826	1003175	74.0	74.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-23	2019-10-14	Hospital or other residential non-psychiatric medical facility (HUD)	Needs could not be met	21.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071829	429149	52.0	52.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-24	2019-10-12	Data not collected (HUD)	Unknown/Disappeared	18.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071921	1003216	40.0	40.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-20				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071922	407506	22.0	22.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-24	2019-10-15	Data not collected (HUD)	Unknown/Disappeared	21.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071923	276625	25.0	25.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-23	2019-10-12	Data not collected (HUD)	Unknown/Disappeared	19.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071924	479756	35.0	35.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-23				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071925	1000135	51.0	51.0	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-25	2019-09-28	Staying or living with family, temporary tenure (HUD)	Non-compliance with program	3.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071926	1000945	67.0	67.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-23				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071987	467632	27.0	27.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-25				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071988	168637	59.0	59.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-25				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1071989	477244	22.0	22.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-24	2019-10-15	Jail, prison or juvenile detention facility (HUD)	Other	21.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072065	300487	29.0	29.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-24	2019-10-06	No exit interview completed (HUD)	Unknown/Disappeared	12.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072067	106968	55.0	55.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-25	2019-10-01	No exit interview completed (HUD)	Unknown/Disappeared	6.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072068	172032	29.0	29.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-26	2019-09-27	Place not meant for habitation (HUD)	Non-compliance with program	1.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072142	384883	58.0	58.0	Male	Black or African American (HUD)	Hispanic/Latino (HUD)	No (HUD)	2019-09-27	2019-10-01	No exit interview completed (HUD)	Unknown/Disappeared	4.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072161	503164	50.0	50.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-30	2019-10-05	No exit interview completed (HUD)	Unknown/Disappeared	5.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072394	423578	34.0	34.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-30	2019-10-06	No exit interview completed (HUD)	z-Left before completing program (not a HUD answer)	6.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072395	1003407	32.0	32.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-09-30	2019-10-04	Staying or living with family, permanent tenure (HUD)	Left for housing opp. before completing program	4.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072396	1003410	34.0	34.0	Female	White (HUD)	Hispanic/Latino (HUD)	No (HUD)	2019-09-30				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072432	419391	46.0	46.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-01	2019-10-06	No exit interview completed (HUD)	Unknown/Disappeared	5.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072513	408051	32.0	32.0	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-02	2019-10-08	No exit interview completed (HUD)	Unknown/Disappeared	6.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072525	143887	60.0	60.0	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-02	2019-10-04	No exit interview completed (HUD)	Unknown/Disappeared	2.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072533	494565	49.0	49.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-02				
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072593	502277	55.0	55.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-03	2019-10-17	No exit interview completed (HUD)	Unknown/Disappeared	14.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072605	1003383	56.0	56.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-03	2019-10-09	No exit interview completed (HUD)	Unknown/Disappeared	6.0
Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	1072608	284759	41.0	41.0	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)	2019-10-03	2019-10-06	No exit interview completed (HUD)	z-Left before completing program (not a HUD answer)	3.0
